"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","811","Should be able to save page as PDF","","Tue Dec 02 17:15:03 UTC 2025","passed","Tue Dec 02 17:15:04 UTC 2025","","com.cdTester.tests.selenium.web.interactions.SavingTest","com.cdTester.tests.selenium.web.interactions.SavingTest","prints"
"","2496","Should be able to left click an element using Actions","","Tue Dec 02 17:14:47 UTC 2025","passed","Tue Dec 02 17:14:49 UTC 2025","","com.cdTester.tests.selenium.web.actions_api.MouseTest","com.cdTester.tests.selenium.web.actions_api.MouseTest","clickLeft"
"","468","Username field should have placeholder text","","Tue Dec 02 17:14:49 UTC 2025","passed","Tue Dec 02 17:14:50 UTC 2025","","com.cdTester.tests.selenium.web.elements.LoginTest","com.cdTester.tests.selenium.web.elements.LoginTest","username"
"","1681","Should be able to send keys to a focused element using Actions","","Tue Dec 02 17:14:45 UTC 2025","passed","Tue Dec 02 17:14:47 UTC 2025","","com.cdTester.tests.selenium.web.actions_api.KeysTest","com.cdTester.tests.selenium.web.actions_api.KeysTest","sendKeysFocused"
"","659","Browser title should be 'Selenium'","","Tue Dec 02 17:15:00 UTC 2025","failed","Tue Dec 02 17:15:01 UTC 2025","","com.cdTester.tests.selenium.web.interactions.driverTest","com.cdTester.tests.selenium.web.interactions.driverTest","getTitle"
"","1468","Get Table Cell value by Row and Column","","Tue Dec 02 17:15:05 UTC 2025","passed","Tue Dec 02 17:15:07 UTC 2025","","com.cdTester.tests.selenium.web.tables.TablesTest","com.cdTester.tests.selenium.web.tables.TablesTest","cellByRowColumn"
"","2117","Should be able to get text from alert and accept it","","Tue Dec 02 17:14:53 UTC 2025","passed","Tue Dec 02 17:14:55 UTC 2025","","com.cdTester.tests.selenium.web.interactions.AlertsTest","com.cdTester.tests.selenium.web.interactions.AlertsTest","alertInformationTest"
"","1301","Should be able to select options from a single select list","","Tue Dec 02 17:14:59 UTC 2025","passed","Tue Dec 02 17:15:00 UTC 2025","","com.cdTester.tests.selenium.web.interactions.SelectListTest","com.cdTester.tests.selenium.web.interactions.SelectListTest","selectOption"
"","5045","Should be able to find box using implicit wait","","Tue Dec 02 17:14:40 UTC 2025","passed","Tue Dec 02 17:14:45 UTC 2025","","com.cdTester.tests.selenium.web.waits.WaitsTest","com.cdTester.tests.selenium.web.waits.WaitsTest","implicit"
"","688","Should be able to print in landscape","","Tue Dec 02 17:14:58 UTC 2025","passed","Tue Dec 02 17:14:59 UTC 2025","","com.cdTester.tests.selenium.web.interactions.PrintTest","com.cdTester.tests.selenium.web.interactions.PrintTest","TestOrientation"
"","1711","Parameterised test to get current URL of : ""https://docs.junit.org/current/user-guide/""","","Tue Dec 02 17:15:02 UTC 2025","passed","Tue Dec 02 17:15:03 UTC 2025","","com.cdTester.tests.selenium.web.interactions.driverTest","com.cdTester.tests.selenium.web.interactions.driverTest","getCurrentUrl"
"","555","Should be able to navigate to a URL using the driver.get() method","","Tue Dec 02 17:15:05 UTC 2025","passed","Tue Dec 02 17:15:05 UTC 2025","","com.cdTester.tests.selenium.web.interactions.NavigationTest","com.cdTester.tests.selenium.web.interactions.NavigationTest","navigateBrowserGet"
"","1491","Email input should be displayed","","Tue Dec 02 17:14:50 UTC 2025","passed","Tue Dec 02 17:14:51 UTC 2025","","com.cdTester.tests.selenium.web.elements.InformationTest","com.cdTester.tests.selenium.web.elements.InformationTest","isDisplayed"
"","369","Should be able to set virtual authenticator options","","Tue Dec 02 17:15:00 UTC 2025","passed","Tue Dec 02 17:15:00 UTC 2025","","com.cdTester.tests.selenium.web.interactions.VirtualAuthenticatorTest","com.cdTester.tests.selenium.web.interactions.VirtualAuthenticatorTest","testVirtualOptions"
"","1529","should be able to click on a checkbox","","Tue Dec 02 17:14:51 UTC 2025","passed","Tue Dec 02 17:14:53 UTC 2025","","com.cdTester.tests.selenium.web.elements.InteractionTest","com.cdTester.tests.selenium.web.elements.InteractionTest","clickCheckbox"
"","479","Should be able to get window handle","","Tue Dec 02 17:15:04 UTC 2025","passed","Tue Dec 02 17:15:05 UTC 2025","","com.cdTester.tests.selenium.web.interactions.WindowsTest","com.cdTester.tests.selenium.web.interactions.WindowsTest","windowsHandle"
"","3072","Should switch to iFrame using id","","Tue Dec 02 17:14:55 UTC 2025","passed","Tue Dec 02 17:14:58 UTC 2025","","com.cdTester.tests.selenium.web.interactions.FramesTest","com.cdTester.tests.selenium.web.interactions.FramesTest","iframeWithId"
"","587","Parameterised test to get current URL of : ""https://www.selenium.dev/""","","Tue Dec 02 17:15:01 UTC 2025","passed","Tue Dec 02 17:15:02 UTC 2025","","com.cdTester.tests.selenium.web.interactions.driverTest","com.cdTester.tests.selenium.web.interactions.driverTest","getCurrentUrl"
