"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1515","Should be able to get the tag name of an element","","Fri Dec 05 15:27:41 UTC 2025","passed","Fri Dec 05 15:27:43 UTC 2025","","com.cdTester.tests.selenium.web.elements.InformationTest","com.cdTester.tests.selenium.web.elements.InformationTest","getTagName"
"","2039","Should be able to get text from alert and accept it","","Fri Dec 05 15:27:50 UTC 2025","passed","Fri Dec 05 15:27:52 UTC 2025","","com.cdTester.tests.selenium.web.interactions.AlertsTest","com.cdTester.tests.selenium.web.interactions.AlertsTest","alertInformationTest"
"","1744","Should be able to left click an element using Actions","","Fri Dec 05 15:27:29 UTC 2025","passed","Fri Dec 05 15:27:31 UTC 2025","","com.cdTester.tests.selenium.web.actions_api.MouseTest","com.cdTester.tests.selenium.web.actions_api.MouseTest","clickLeft"
"","2771","Should be able to move mouse pointer to a relative location using Actions API","","Fri Dec 05 15:27:26 UTC 2025","passed","Fri Dec 05 15:27:29 UTC 2025","","com.cdTester.tests.selenium.web.actions_api.MouseTest","com.cdTester.tests.selenium.web.actions_api.MouseTest","relativeLocation"
"","1568","Should be able to clear the text from an input field","","Fri Dec 05 15:27:46 UTC 2025","passed","Fri Dec 05 15:27:48 UTC 2025","","com.cdTester.tests.selenium.web.elements.InteractionTest","com.cdTester.tests.selenium.web.elements.InteractionTest","clearText"
"","375","Should not be able to add a resident credential when setHasUserVerification=false","","Fri Dec 05 15:28:36 UTC 2025","passed","Fri Dec 05 15:28:37 UTC 2025","","com.cdTester.tests.selenium.web.interactions.VirtualAuthenticatorTest","com.cdTester.tests.selenium.web.interactions.VirtualAuthenticatorTest","residentCredentialNotSupportedWhenSetHasUserVerificationFalse"
"","523","Should be able to switch to a new tab using window handles","","Fri Dec 05 15:28:43 UTC 2025","passed","Fri Dec 05 15:28:43 UTC 2025","","com.cdTester.tests.selenium.web.interactions.WindowsTest","com.cdTester.tests.selenium.web.interactions.WindowsTest","SwitchToNewTab"
"","410","Should be able to delete a cookie","","Fri Dec 05 15:28:45 UTC 2025","passed","Fri Dec 05 15:28:45 UTC 2025","","com.cdTester.tests.selenium.web.interactions.CookiesTest","com.cdTester.tests.selenium.web.interactions.CookiesTest","deleteCookieObject"
"","676","Should be able set print scale","","Fri Dec 05 15:28:24 UTC 2025","passed","Fri Dec 05 15:28:24 UTC 2025","","com.cdTester.tests.selenium.web.interactions.PrintTest","com.cdTester.tests.selenium.web.interactions.PrintTest","TestScale"
"","890","Should be able to Upload a png file","","Fri Dec 05 15:27:31 UTC 2025","passed","Fri Dec 05 15:27:32 UTC 2025","","com.cdTester.tests.selenium.web.elements.FileUploadTest","com.cdTester.tests.selenium.web.elements.FileUploadTest","fileUploadTest"
"","1508","Should be able to select multiple options from a multi select list","","Fri Dec 05 15:28:32 UTC 2025","passed","Fri Dec 05 15:28:34 UTC 2025","","com.cdTester.tests.selenium.web.interactions.SelectListTest","com.cdTester.tests.selenium.web.interactions.SelectListTest","selectMultipleOption"
"","471","Should be able to get the position and dimensions of an element","","Fri Dec 05 15:27:41 UTC 2025","passed","Fri Dec 05 15:27:41 UTC 2025","","com.cdTester.tests.selenium.web.elements.InformationTest","com.cdTester.tests.selenium.web.elements.InformationTest","getRect"
"","675","Should be refresh a page using the navigate().refresh() method","","Fri Dec 05 15:28:47 UTC 2025","passed","Fri Dec 05 15:28:48 UTC 2025","","com.cdTester.tests.selenium.web.interactions.NavigationTest","com.cdTester.tests.selenium.web.interactions.NavigationTest","navigateBrowserRefresh"
"","1651","Button input should be enabled","","Fri Dec 05 15:27:32 UTC 2025","passed","Fri Dec 05 15:27:33 UTC 2025","","com.cdTester.tests.selenium.web.elements.InformationTest","com.cdTester.tests.selenium.web.elements.InformationTest","isEnabled"
"","1627","Should be able to enter text in an input field","","Fri Dec 05 15:27:45 UTC 2025","passed","Fri Dec 05 15:27:46 UTC 2025","","com.cdTester.tests.selenium.web.elements.InteractionTest","com.cdTester.tests.selenium.web.elements.InteractionTest","sendKeys"
"","4672","Should be able to click and hold","","Fri Dec 05 15:27:17 UTC 2025","passed","Fri Dec 05 15:27:22 UTC 2025","","com.cdTester.tests.selenium.web.actions_api.MouseTest","com.cdTester.tests.selenium.web.actions_api.MouseTest","clickAndHold"
"","419","Should be able to delete a named cookie","","Fri Dec 05 15:28:46 UTC 2025","passed","Fri Dec 05 15:28:46 UTC 2025","","com.cdTester.tests.selenium.web.interactions.CookiesTest","com.cdTester.tests.selenium.web.interactions.CookiesTest","deleteCookieNamed"
"","964","Should be able to create an alert with an option to cancel using JavaScriptExecutor","","Fri Dec 05 15:27:59 UTC 2025","passed","Fri Dec 05 15:28:00 UTC 2025","","com.cdTester.tests.selenium.web.interactions.AlertsTest","com.cdTester.tests.selenium.web.interactions.AlertsTest","testForJsConfirmAlerts"
"","1528","Should be able to get an attribute of an element","","Fri Dec 05 15:27:38 UTC 2025","passed","Fri Dec 05 15:27:39 UTC 2025","","com.cdTester.tests.selenium.web.elements.InformationTest","com.cdTester.tests.selenium.web.elements.InformationTest","getAttribute"
"","657","Browser title should be 'Selenium'","","Fri Dec 05 15:28:37 UTC 2025","failed","Fri Dec 05 15:28:38 UTC 2025","","com.cdTester.tests.selenium.web.interactions.driverTest","com.cdTester.tests.selenium.web.interactions.driverTest","getTitle"
"","1539","Should be able to hold SHIFT key down whilst sending keys using Actions","","Fri Dec 05 15:27:03 UTC 2025","passed","Fri Dec 05 15:27:04 UTC 2025","","com.cdTester.tests.selenium.web.actions_api.KeysTest","com.cdTester.tests.selenium.web.actions_api.KeysTest","keyDown"
"","601","Should be able to navigate to a URL using the navigate().to() method","","Fri Dec 05 15:28:46 UTC 2025","passed","Fri Dec 05 15:28:47 UTC 2025","","com.cdTester.tests.selenium.web.interactions.NavigationTest","com.cdTester.tests.selenium.web.interactions.NavigationTest","navigateBrowserTo"
"","3098","Should be able to double click an element using Actions","","Fri Dec 05 15:27:06 UTC 2025","passed","Fri Dec 05 15:27:09 UTC 2025","","com.cdTester.tests.selenium.web.actions_api.MouseTest","com.cdTester.tests.selenium.web.actions_api.MouseTest","clickDouble"
"","687","Should be able set print page range","","Fri Dec 05 15:28:24 UTC 2025","passed","Fri Dec 05 15:28:25 UTC 2025","","com.cdTester.tests.selenium.web.interactions.PrintTest","com.cdTester.tests.selenium.web.interactions.PrintTest","TestRange"
"","1347","Should be able to select options from a single select list","","Fri Dec 05 15:28:29 UTC 2025","passed","Fri Dec 05 15:28:30 UTC 2025","","com.cdTester.tests.selenium.web.interactions.SelectListTest","com.cdTester.tests.selenium.web.interactions.SelectListTest","selectOption"
"","476","Should be able to change the window size","","Fri Dec 05 15:28:41 UTC 2025","passed","Fri Dec 05 15:28:41 UTC 2025","","com.cdTester.tests.selenium.web.interactions.WindowsTest","com.cdTester.tests.selenium.web.interactions.WindowsTest","windowSize"
"","2652","Should switch to iFrame using index","","Fri Dec 05 15:28:14 UTC 2025","passed","Fri Dec 05 15:28:16 UTC 2025","","com.cdTester.tests.selenium.web.interactions.FramesTest","com.cdTester.tests.selenium.web.interactions.FramesTest","iframeWithIndex"
"","507","Get row number by cell value","","Fri Dec 05 15:28:52 UTC 2025","passed","Fri Dec 05 15:28:53 UTC 2025","","com.cdTester.tests.selenium.web.tables.TablesTest","com.cdTester.tests.selenium.web.tables.TablesTest","rowNumberByCellValue"
"","2039","Should be able to accept an empty alert","","Fri Dec 05 15:28:12 UTC 2025","passed","Fri Dec 05 15:28:14 UTC 2025","","com.cdTester.tests.selenium.web.interactions.AlertsTest","com.cdTester.tests.selenium.web.interactions.AlertsTest","alertEmptyInformationTest"
"","2145","Should be able to click a link in an iframe that triggers an alert","","Fri Dec 05 15:28:00 UTC 2025","passed","Fri Dec 05 15:28:02 UTC 2025","","com.cdTester.tests.selenium.web.interactions.AlertsTest","com.cdTester.tests.selenium.web.interactions.AlertsTest","iframeAlertTest"
"","1463","Parameterised test to get current URL of : ""https://docs.junit.org/current/user-guide/""","","Fri Dec 05 15:28:38 UTC 2025","passed","Fri Dec 05 15:28:40 UTC 2025","","com.cdTester.tests.selenium.web.interactions.driverTest","com.cdTester.tests.selenium.web.interactions.driverTest","getCurrentUrl"
"","676","Should be able to print in landscape","","Fri Dec 05 15:28:23 UTC 2025","passed","Fri Dec 05 15:28:24 UTC 2025","","com.cdTester.tests.selenium.web.interactions.PrintTest","com.cdTester.tests.selenium.web.interactions.PrintTest","TestOrientation"
"","573","Get column number by header name in a table with <thead>","","Fri Dec 05 15:28:55 UTC 2025","failed","Fri Dec 05 15:28:55 UTC 2025","","com.cdTester.tests.selenium.web.tables.TablesTest","com.cdTester.tests.selenium.web.tables.TablesTest","colNumberByHeaderWithTHead"
"","3200","Should be able to hover over an element using Actions","","Fri Dec 05 15:27:14 UTC 2025","passed","Fri Dec 05 15:27:17 UTC 2025","","com.cdTester.tests.selenium.web.actions_api.MouseTest","com.cdTester.tests.selenium.web.actions_api.MouseTest","hover"
"","1611","should be able to click on a checkbox","","Fri Dec 05 15:27:43 UTC 2025","passed","Fri Dec 05 15:27:45 UTC 2025","","com.cdTester.tests.selenium.web.elements.InteractionTest","com.cdTester.tests.selenium.web.elements.InteractionTest","clickCheckbox"
"","2546","Should be able to handle a delayed alert","","Fri Dec 05 15:28:06 UTC 2025","passed","Fri Dec 05 15:28:09 UTC 2025","","com.cdTester.tests.selenium.web.interactions.AlertsTest","com.cdTester.tests.selenium.web.interactions.AlertsTest","slowAlertTest"
"","2630","Should be able to find box using fluent wait","","Fri Dec 05 15:26:57 UTC 2025","passed","Fri Dec 05 15:26:59 UTC 2025","","com.cdTester.tests.selenium.web.waits.WaitsTest","com.cdTester.tests.selenium.web.waits.WaitsTest","explicitWithOptions"
"","1636","Should be able to navigate back using the navigate().back() method","","Fri Dec 05 15:28:50 UTC 2025","broken","Fri Dec 05 15:28:52 UTC 2025","","com.cdTester.tests.selenium.web.interactions.NavigationTest","com.cdTester.tests.selenium.web.interactions.NavigationTest","navigateBrowserBack"
"","4598","Should be able to enter text into multiple prompts and accept them","","Fri Dec 05 15:27:55 UTC 2025","passed","Fri Dec 05 15:27:59 UTC 2025","","com.cdTester.tests.selenium.web.interactions.AlertsTest","com.cdTester.tests.selenium.web.interactions.AlertsTest","multiplePromptInputsTest"
"","438","Should be able to get window handle","","Fri Dec 05 15:28:42 UTC 2025","passed","Fri Dec 05 15:28:43 UTC 2025","","com.cdTester.tests.selenium.web.interactions.WindowsTest","com.cdTester.tests.selenium.web.interactions.WindowsTest","windowsHandle"
"","1487","Get Table Cell value by Row and Column","","Fri Dec 05 15:28:53 UTC 2025","passed","Fri Dec 05 15:28:54 UTC 2025","","com.cdTester.tests.selenium.web.tables.TablesTest","com.cdTester.tests.selenium.web.tables.TablesTest","cellByRowColumn"
"","2769","Should be able to find box using explicit wait","","Fri Dec 05 15:26:54 UTC 2025","passed","Fri Dec 05 15:26:57 UTC 2025","","com.cdTester.tests.selenium.web.waits.WaitsTest","com.cdTester.tests.selenium.web.waits.WaitsTest","explicit"
"","4614","Should be able to find box using sleep","","Fri Dec 05 15:26:47 UTC 2025","passed","Fri Dec 05 15:26:51 UTC 2025","","com.cdTester.tests.selenium.web.waits.WaitsTest","com.cdTester.tests.selenium.web.waits.WaitsTest","sleep"
"","1614","Should be able to get the CSS values  an element","","Fri Dec 05 15:27:35 UTC 2025","passed","Fri Dec 05 15:27:36 UTC 2025","","com.cdTester.tests.selenium.web.elements.InformationTest","com.cdTester.tests.selenium.web.elements.InformationTest","getCssValue"
"","509","Should be able to get all window handles","","Fri Dec 05 15:28:42 UTC 2025","passed","Fri Dec 05 15:28:42 UTC 2025","","com.cdTester.tests.selenium.web.interactions.WindowsTest","com.cdTester.tests.selenium.web.interactions.WindowsTest","windowsHandles"
"","368","Should be able to remove a non-resident credential","","Fri Dec 05 15:28:36 UTC 2025","passed","Fri Dec 05 15:28:36 UTC 2025","","com.cdTester.tests.selenium.web.interactions.VirtualAuthenticatorTest","com.cdTester.tests.selenium.web.interactions.VirtualAuthenticatorTest","testRemoveCredential"
"","4928","Should be able to drag and drop an element using Actions","","Fri Dec 05 15:27:09 UTC 2025","passed","Fri Dec 05 15:27:14 UTC 2025","","com.cdTester.tests.selenium.web.actions_api.MouseTest","com.cdTester.tests.selenium.web.actions_api.MouseTest","dragAndDrop"
"","538","Should be able to open a new window and switch to it","","Fri Dec 05 15:28:41 UTC 2025","passed","Fri Dec 05 15:28:42 UTC 2025","","com.cdTester.tests.selenium.web.interactions.WindowsTest","com.cdTester.tests.selenium.web.interactions.WindowsTest","opensNewWindow"
"","349","Should be able to set virtual authenticator options","","Fri Dec 05 15:28:35 UTC 2025","passed","Fri Dec 05 15:28:35 UTC 2025","","com.cdTester.tests.selenium.web.interactions.VirtualAuthenticatorTest","com.cdTester.tests.selenium.web.interactions.VirtualAuthenticatorTest","testVirtualOptions"
"","382","Should be able to remove a virtual authenticator","","Fri Dec 05 15:28:35 UTC 2025","passed","Fri Dec 05 15:28:35 UTC 2025","","com.cdTester.tests.selenium.web.interactions.VirtualAuthenticatorTest","com.cdTester.tests.selenium.web.interactions.VirtualAuthenticatorTest","testRemoveAuthenticator"
"","848","Should be able to print current page using PrintsPage interface","","Fri Dec 05 15:28:28 UTC 2025","passed","Fri Dec 05 15:28:29 UTC 2025","","com.cdTester.tests.selenium.web.interactions.PrintTest","com.cdTester.tests.selenium.web.interactions.PrintTest","PrintWithPrintsPage"
"","425","Should be able to delete all cookies","","Fri Dec 05 15:28:44 UTC 2025","passed","Fri Dec 05 15:28:45 UTC 2025","","com.cdTester.tests.selenium.web.interactions.CookiesTest","com.cdTester.tests.selenium.web.interactions.CookiesTest","deleteAllCookies"
"","2563","Should be able to find box using implicit wait","","Fri Dec 05 15:26:51 UTC 2025","passed","Fri Dec 05 15:26:54 UTC 2025","","com.cdTester.tests.selenium.web.waits.WaitsTest","com.cdTester.tests.selenium.web.waits.WaitsTest","implicit"
"","558","Get row number by cell value that repeats in other rows","","Fri Dec 05 15:28:54 UTC 2025","passed","Fri Dec 05 15:28:55 UTC 2025","","com.cdTester.tests.selenium.web.tables.TablesTest","com.cdTester.tests.selenium.web.tables.TablesTest","rowNumberByCellValueDuplicate"
"","404","Should be able to add a cookie","","Fri Dec 05 15:28:45 UTC 2025","passed","Fri Dec 05 15:28:46 UTC 2025","","com.cdTester.tests.selenium.web.interactions.CookiesTest","com.cdTester.tests.selenium.web.interactions.CookiesTest","addCookie"
"","364","Should be able to add a non-resident credential when setHasUserVerification=false","","Fri Dec 05 15:28:35 UTC 2025","passed","Fri Dec 05 15:28:36 UTC 2025","","com.cdTester.tests.selenium.web.interactions.VirtualAuthenticatorTest","com.cdTester.tests.selenium.web.interactions.VirtualAuthenticatorTest","testCreateAndAddNonResidentialKey"
"","659","Should be able set the background images to print","","Fri Dec 05 15:28:22 UTC 2025","passed","Fri Dec 05 15:28:23 UTC 2025","","com.cdTester.tests.selenium.web.interactions.PrintTest","com.cdTester.tests.selenium.web.interactions.PrintTest","TestBackground"
"","2641","Should switch to iFrame using id","","Fri Dec 05 15:28:16 UTC 2025","passed","Fri Dec 05 15:28:19 UTC 2025","","com.cdTester.tests.selenium.web.interactions.FramesTest","com.cdTester.tests.selenium.web.interactions.FramesTest","iframeWithId"
"","747","Should be able to save page as PDF","","Fri Dec 05 15:28:40 UTC 2025","passed","Fri Dec 05 15:28:41 UTC 2025","","com.cdTester.tests.selenium.web.interactions.SavingTest","com.cdTester.tests.selenium.web.interactions.SavingTest","prints"
"","668","Should be able set page paper size","","Fri Dec 05 15:28:27 UTC 2025","passed","Fri Dec 05 15:28:28 UTC 2025","","com.cdTester.tests.selenium.web.interactions.PrintTest","com.cdTester.tests.selenium.web.interactions.PrintTest","TestSize"
"","406","Should be able to add a resident credential when setHasUserVerification=true","","Fri Dec 05 15:28:34 UTC 2025","passed","Fri Dec 05 15:28:34 UTC 2025","","com.cdTester.tests.selenium.web.interactions.VirtualAuthenticatorTest","com.cdTester.tests.selenium.web.interactions.VirtualAuthenticatorTest","testCreateAndAddResidentialKey"
"","2225","Should not be able to select a disabled option from a select list","","Fri Dec 05 15:28:30 UTC 2025","passed","Fri Dec 05 15:28:32 UTC 2025","","com.cdTester.tests.selenium.web.interactions.SelectListTest","com.cdTester.tests.selenium.web.interactions.SelectListTest","disabledOption"
"","533","Get column number by header name in a table without a <thead>","","Fri Dec 05 15:28:52 UTC 2025","broken","Fri Dec 05 15:28:52 UTC 2025","","com.cdTester.tests.selenium.web.tables.TablesTest","com.cdTester.tests.selenium.web.tables.TablesTest","colNumberByHeaderWithoutTHead"
"","2182","Should be able to click a link in a nested iframe that triggers an alert","","Fri Dec 05 15:28:02 UTC 2025","passed","Fri Dec 05 15:28:04 UTC 2025","","com.cdTester.tests.selenium.web.interactions.AlertsTest","com.cdTester.tests.selenium.web.interactions.AlertsTest","nestedIframeAlertTest"
