"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13653","Should be able to find box using implicit wait","","Thu Dec 04 12:55:33 UTC 2025","passed","Thu Dec 04 12:55:47 UTC 2025","","com.cdTester.tests.selenium.web.waits.WaitsTest","com.cdTester.tests.selenium.web.waits.WaitsTest","implicit"
"","823","Should be able to print in landscape","","Thu Dec 04 12:55:59 UTC 2025","passed","Thu Dec 04 12:56:00 UTC 2025","","com.cdTester.tests.selenium.web.interactions.PrintTest","com.cdTester.tests.selenium.web.interactions.PrintTest","TestOrientation"
"","1553","Get Table Cell value by Row and Column","","Thu Dec 04 12:56:06 UTC 2025","passed","Thu Dec 04 12:56:08 UTC 2025","","com.cdTester.tests.selenium.web.tables.TablesTest","com.cdTester.tests.selenium.web.tables.TablesTest","cellByRowColumn"
"","352","Should be able to set virtual authenticator options","","Thu Dec 04 12:56:01 UTC 2025","passed","Thu Dec 04 12:56:02 UTC 2025","","com.cdTester.tests.selenium.web.interactions.VirtualAuthenticatorTest","com.cdTester.tests.selenium.web.interactions.VirtualAuthenticatorTest","testVirtualOptions"
"","631","Parameterised test to get current URL of : ""https://www.selenium.dev/""","","Thu Dec 04 12:56:03 UTC 2025","passed","Thu Dec 04 12:56:03 UTC 2025","","com.cdTester.tests.selenium.web.interactions.driverTest","com.cdTester.tests.selenium.web.interactions.driverTest","getCurrentUrl"
"","1506","Email input should be displayed","","Thu Dec 04 12:55:51 UTC 2025","passed","Thu Dec 04 12:55:53 UTC 2025","","com.cdTester.tests.selenium.web.elements.InformationTest","com.cdTester.tests.selenium.web.elements.InformationTest","isDisplayed"
"","1248","Parameterised test to get current URL of : ""https://docs.junit.org/current/user-guide/""","","Thu Dec 04 12:56:03 UTC 2025","passed","Thu Dec 04 12:56:04 UTC 2025","","com.cdTester.tests.selenium.web.interactions.driverTest","com.cdTester.tests.selenium.web.interactions.driverTest","getCurrentUrl"
"","451","Username field should have placeholder text","","Thu Dec 04 12:55:51 UTC 2025","passed","Thu Dec 04 12:55:51 UTC 2025","","com.cdTester.tests.selenium.web.elements.LoginTest","com.cdTester.tests.selenium.web.elements.LoginTest","username"
"","1322","Should be able to select options from a single select list","","Thu Dec 04 12:56:00 UTC 2025","passed","Thu Dec 04 12:56:01 UTC 2025","","com.cdTester.tests.selenium.web.interactions.SelectListTest","com.cdTester.tests.selenium.web.interactions.SelectListTest","selectOption"
"","516","Should be able to get window handle","","Thu Dec 04 12:56:05 UTC 2025","passed","Thu Dec 04 12:56:06 UTC 2025","","com.cdTester.tests.selenium.web.interactions.WindowsTest","com.cdTester.tests.selenium.web.interactions.WindowsTest","windowsHandle"
"","1525","should be able to click on a checkbox","","Thu Dec 04 12:55:53 UTC 2025","passed","Thu Dec 04 12:55:55 UTC 2025","","com.cdTester.tests.selenium.web.elements.InteractionTest","com.cdTester.tests.selenium.web.elements.InteractionTest","clickCheckbox"
"","645","Browser title should be 'Selenium'","","Thu Dec 04 12:56:02 UTC 2025","failed","Thu Dec 04 12:56:02 UTC 2025","","com.cdTester.tests.selenium.web.interactions.driverTest","com.cdTester.tests.selenium.web.interactions.driverTest","getTitle"
"","1675","Should be able to send keys to a focused element using Actions","","Thu Dec 04 12:55:47 UTC 2025","passed","Thu Dec 04 12:55:49 UTC 2025","","com.cdTester.tests.selenium.web.actions_api.KeysTest","com.cdTester.tests.selenium.web.actions_api.KeysTest","sendKeysFocused"
"","2115","Should be able to get text from alert and accept it","","Thu Dec 04 12:55:55 UTC 2025","passed","Thu Dec 04 12:55:57 UTC 2025","","com.cdTester.tests.selenium.web.interactions.AlertsTest","com.cdTester.tests.selenium.web.interactions.AlertsTest","alertInformationTest"
"","903","Should be able to save page as PDF","","Thu Dec 04 12:56:04 UTC 2025","passed","Thu Dec 04 12:56:05 UTC 2025","","com.cdTester.tests.selenium.web.interactions.SavingTest","com.cdTester.tests.selenium.web.interactions.SavingTest","prints"
"","610","Should be able to navigate to a URL using the driver.get() method","","Thu Dec 04 12:56:06 UTC 2025","passed","Thu Dec 04 12:56:06 UTC 2025","","com.cdTester.tests.selenium.web.interactions.NavigationTest","com.cdTester.tests.selenium.web.interactions.NavigationTest","navigateBrowserGet"
"","2680","Should switch to iFrame using id","","Thu Dec 04 12:55:57 UTC 2025","passed","Thu Dec 04 12:55:59 UTC 2025","","com.cdTester.tests.selenium.web.interactions.FramesTest","com.cdTester.tests.selenium.web.interactions.FramesTest","iframeWithId"
"","2197","Should be able to left click an element using Actions","","Thu Dec 04 12:55:49 UTC 2025","passed","Thu Dec 04 12:55:51 UTC 2025","","com.cdTester.tests.selenium.web.actions_api.MouseTest","com.cdTester.tests.selenium.web.actions_api.MouseTest","clickLeft"
